data_year,model_year,brand,model,checked_cars,fail_pct,driven_avg,driven_med,reason_1,reason_2,reason_3
2018,2007,Mercedes-Benz,VIANO,108,41.66,264000,261000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,
2018,2007,Mercedes-Benz,VITO,155,40.0,333000,300000,Seisontajarrun dynamometritesti,Etuakselisto,Jousitus ja iskunvaimennus
2018,2007,Mini,COOPER,289,16.61,131000,127000,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2018,2007,Mitsubishi,COLT,175,13.71,132000,127000,,,
2018,2007,Mitsubishi,GRANDIS,124,42.75,257000,242000,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
2018,2007,Mitsubishi,LANCER,331,23.27,163000,157000,Käyttöjarrun dynamometritesti,Ohjausnivelet ja -tangot,
2018,2007,Mitsubishi,OUTLANDER,566,37.8,231000,230000,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
2018,2007,Mitsubishi,PAJERO,182,29.67,244000,240000,Jousitus ja iskunvaimennus,Etuakselisto,Ohjausnivelet ja -tangot
2018,2007,Nissan,ALMERA,370,15.41,136000,131000,Käyttöjarrun dynamometritesti,Käyttöjarru,Etuakselisto
2018,2007,Nissan,MICRA,718,24.1,123000,115000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2007,Nissan,NOTE,1116,27.52,156000,151000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2007,Nissan,PATHFINDER,149,32.88,263000,265000,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2018,2007,Nissan,PRIMERA,1991,30.48,177000,176000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2007,Nissan,QASHQAI,1277,38.75,202000,193000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
2018,2007,Nissan,TIIDA,410,26.6,148000,139000,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2007,Nissan,X-TRAIL,579,29.36,208000,202000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2007,Opel,ASTRA,2392,33.06,184000,180000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2018,2007,Opel,CORSA,1031,23.28,133000,127000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
2018,2007,Opel,MERIVA,116,21.55,159000,144000,,,
2018,2007,Opel,VECTRA,1138,30.31,218000,210000,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
2018,2007,Opel,ZAFIRA,525,44.2,231000,224000,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2007,Peugeot,107,186,10.22,109000,100000,,,
2018,2007,Peugeot,206,487,23.81,124000,118000,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
2018,2007,Peugeot,207,1579,30.16,137000,129000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
2018,2007,Peugeot,307,1902,29.5,185000,177000,Ohjausnivelet ja -tangot,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2007,Peugeot,407,1338,21.38,198000,191000,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2018,2007,Renault,CLIO,352,36.94,127000,121000,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
2018,2007,Renault,LAGUNA,129,38.75,179000,174000,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2018,2007,Renault,MEGANE,641,42.75,175000,167000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2007,Renault,MEGANE SCENIC,559,42.75,185000,185000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2007,Saab,9-3,1159,20.88,203000,197000,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarru
2018,2007,Saab,9-5,648,16.05,206000,199000,Taka-akselisto,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2018,2007,Seat,ALTEA XL,526,23.95,236000,229000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
2018,2007,Seat,IBIZA,287,29.62,153000,150000,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2007,Seat,LEON,431,20.88,199000,187000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2007,Skoda,FABIA,1016,19.98,164000,151000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2018,2007,Skoda,OCTAVIA,3973,20.3,248000,242000,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2018,2007,Skoda,ROOMSTER,662,27.8,198000,190000,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
2018,2007,Skoda,SUPERB,153,23.53,235000,227000,Etuakselisto,,
2018,2007,Subaru,FORESTER,284,13.38,176000,173000,Sisäinen valvontajärjestelmä (OBD),,
2018,2007,Subaru,IMPREZA,208,15.87,150000,148000,Käyttöjarru,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus
2018,2007,Subaru,LEGACY,332,10.54,194000,191000,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,
2018,2007,Suzuki,GRAND VITARA,315,6.98,173000,170000,,,
2018,2007,Suzuki,LIANA,134,20.16,131000,126000,Etuakselisto,,
2018,2007,Suzuki,SWIFT,223,15.7,135000,123000,Etuakselisto,,
2018,2007,Suzuki,SX4,319,24.45,157000,152000,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2018,2007,Toyota,AURIS,2570,9.88,157000,149000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2007,Toyota,AVENSIS,3264,13.85,219000,204000,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
2018,2007,Toyota,AYGO,443,11.96,115000,113000,Käyttöjarrun dynamometritesti,Etuakselisto,Käyttöjarru
2018,2007,Toyota,COROLLA,4949,9.38,169000,160000,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2018,2007,Toyota,COROLLA VERSO,1742,12.17,224000,210000,Renkaat ja vanteet,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2007,Toyota,HIACE,150,18.67,352000,311000,,,
2018,2007,Toyota,LAND CRUISER,438,12.79,279000,277000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2018,2007,Toyota,PRIUS,168,22.02,197000,180000,Jousitus ja iskunvaimennus,,
2018,2007,Toyota,RAV4,1110,15.68,210000,200000,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2007,Toyota,YARIS,2029,13.85,136000,126000,Jousitus ja iskunvaimennus,Käyttöjarru,Alustan kotelot ja pohjalevy
2018,2007,Volkswagen,CADDY,253,18.58,211000,203000,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
2018,2007,Volkswagen,CARAVELLE,130,28.45,238000,230000,Etuakselisto,,
2018,2007,Volkswagen,GOLF,4219,17.4,181000,168000,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
2018,2007,Volkswagen,JETTA,1660,20.36,200000,186000,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2007,Volkswagen,NEW BEETLE,234,15.81,135000,121000,Sisäinen valvontajärjestelmä (OBD),,
2018,2007,Volkswagen,PASSAT,3840,20.86,268000,266000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Dieselmoottorin pakokaasumittaus
2018,2007,Volkswagen,POLO,1390,16.69,138000,129000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarrun dynamometritesti
2018,2007,Volkswagen,TOUAREG,193,17.62,246000,236000,Käyttöjarru,,
2018,2007,Volkswagen,TOURAN,1723,23.16,230000,215000,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti
2018,2007,Volkswagen,TRANSPORTER,323,32.2,363000,339000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2007,Volvo,C30,864,19.1,151000,145000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2007,Volvo,C70,135,17.05,160000,152000,Etuakselisto,,
2018,2007,Volvo,S40,883,17.1,166000,159000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2007,Volvo,S60,964,22.2,209000,202000,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
2018,2007,Volvo,S80,1133,21.1,244000,230000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,
2018,2007,Volvo,V50,1728,26.1,210000,207000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2007,Volvo,V70,4035,23.97,263000,244000,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
2018,2007,Volvo,XC70,733,19.38,257000,250000,Käyttöjarru,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2018,2007,Volvo,XC90,674,34.12,245000,241000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,Alfa Romeo,159,197,30.95,182000,183000,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2008,Audi,A3,1276,10.89,178000,171000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2008,Audi,A4,4320,16.19,227000,222000,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2018,2008,Audi,A5,384,13.28,187000,183000,Etuakselisto,,
2018,2008,Audi,A6,1752,14.9,239000,234000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2018,2008,Audi,Q7,198,16.16,230000,223000,Etuakselisto,,
2018,2008,Audi,TT,150,12.67,146000,142000,,,
2018,2008,BMW,1,922,21.48,157000,151000,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,BMW,3,3244,27.12,204000,199000,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,BMW,5,2463,20.9,241000,235000,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
2018,2008,BMW,X3,276,12.68,220000,211000,Jousitus ja iskunvaimennus,,
2018,2008,BMW,X5,686,16.03,219000,218000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2018,2008,BMW,X6,214,14.95,214000,197000,Etuakselisto,,
2018,2008,Chevrolet,AVEO,283,33.56,114000,109000,Etuakselisto,Käyttöjarrun dynamometritesti,Käyttöjarru
2018,2008,Chevrolet,EPICA,150,44.66,215000,191000,Käyttöjarru,Seisontajarrun dynamometritesti,
2018,2008,Chevrolet,NUBIRA,115,38.25,168000,166000,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
2018,2008,Chrysler,300C,134,44.03,219000,212000,Seisontajarrun dynamometritesti,Etuakselisto,Taka-akselisto
2018,2008,Chrysler,SEBRING,265,27.55,163000,153000,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
2018,2008,Chrysler,VOYAGER,398,38.7,213000,206000,Seisontajarrun dynamometritesti,Käyttöjarru,Ohjausnivelet ja -tangot
2018,2008,Citroen,BERLINGO,188,21.81,197000,196000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2008,Citroen,C2,429,24.48,108000,103000,Etuakselisto,Käyttöjarrun dynamometritesti,Käyttöjarru
2018,2008,Citroen,C3,949,20.55,121000,111000,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2008,Citroen,C4,1194,32.25,183000,173000,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2018,2008,Citroen,C4 PICASSO,649,23.88,214000,204000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,Citroen,C5,1209,25.39,220000,212000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2008,Citroen,XSARA PICASSO,384,30.47,187000,188000,Ohjausnivelet ja -tangot,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2008,Dodge,AVENGER,307,22.48,169000,165000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2008,Dodge,CALIBER,456,57.47,162000,157000,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2018,2008,Dodge,JOURNEY,255,52.56,214000,209000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2008,Fiat,500,300,34.34,113000,114000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Etuakselisto
2018,2008,Fiat,BRAVO,431,32.25,158000,155000,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2008,Fiat,CROMA,135,35.56,192000,183000,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2018,2008,Fiat,LINEA,539,19.3,141000,132000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2018,2008,Fiat,PUNTO,1804,22.78,114000,107000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
2018,2008,Ford,FIESTA,743,14.0,117000,112000,Etuakselisto,Käyttöjarrun dynamometritesti,Käyttöjarru
2018,2008,Ford,FOCUS,4059,29.22,189000,182000,Etuakselisto,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
2018,2008,Ford,FOCUS C-MAX,452,29.2,197000,198000,Etuakselisto,Jousitus ja iskunvaimennus,
2018,2008,Ford,FUSION,403,6.95,122000,119000,,,
2018,2008,Ford,GALAXY,211,26.55,249000,245000,Jousitus ja iskunvaimennus,Taka-akselisto,
2018,2008,Ford,KA,159,20.12,92000,87000,Jousitus ja iskunvaimennus,Etuakselisto,Alustan kotelot ja pohjalevy
2018,2008,Ford,KUGA,231,13.85,235000,230000,Jousitus ja iskunvaimennus,,
2018,2008,Ford,MONDEO,3006,23.72,234000,231000,Taka-akselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2018,2008,Ford,S-MAX,427,27.88,238000,233000,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
2018,2008,Honda,ACCORD,1393,18.1,198000,190000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2008,Honda,CIVIC,1894,17.42,145000,141000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2008,Honda,CR-V,2383,11.41,212000,205000,Jousitus ja iskunvaimennus,Käyttöjarru,Ohjausnivelet ja -tangot
2018,2008,Honda,FR-V,188,13.3,182000,179000,,,
2018,2008,Honda,JAZZ,376,16.48,115000,110000,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2018,2008,Hyundai,GETZ,1039,13.19,114000,107000,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),
2018,2008,Hyundai,I30,1145,29.0,186000,179000,Taka-akselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2018,2008,Hyundai,SONATA,326,30.98,228000,215000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
2018,2008,Jaguar,X-TYPE,168,21.44,186000,183000,Seisontajarrun dynamometritesti,,
2018,2008,Jaguar,XF,161,14.29,182000,182000,,,
2018,2008,Jeep,CHEROKEE,127,21.27,229000,226000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2018,2008,Jeep,PATRIOT,234,50.84,198000,181000,Taka-akselisto,Etuakselisto,Käyttöjarru
2018,2008,Kia,CARENS,203,37.44,177000,175000,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru
2018,2008,Kia,CARNIVAL,134,35.8,194000,183000,Taka-akselisto,Käyttöjarrun dynamometritesti,Käyttöjarru
2018,2008,Kia,CEED,4817,28.81,186000,180000,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru
2018,2008,Kia,CERATO,237,23.62,141000,134000,Jousitus ja iskunvaimennus,,
2018,2008,Kia,MAGENTIS,144,23.61,164000,154000,Seisontajarrun dynamometritesti,,
2018,2008,Kia,RIO,145,20.69,115000,109000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2018,2008,Kia,SORENTO,188,34.03,241000,241000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2018,2008,Kia,SPORTAGE,357,23.81,165000,159000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,Lada,4X4,115,27.83,64000,58000,Bensiinimoottorin pakokaasumittaus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2018,2008,Land Rover,FREELANDER,201,19.9,222000,219000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2018,2008,Lexus,RX400H,107,10.28,181000,183000,,,
2018,2008,Mazda,2,716,23.6,118000,112000,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
2018,2008,Mazda,3,674,29.08,147000,142000,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2018,2008,Mazda,5,401,40.16,204000,190000,Etuakselisto,Jousitus ja iskunvaimennus,Taka-akselisto
2018,2008,Mazda,6,2951,18.03,184000,177000,Käyttöjarru,Käyttöjarrun dynamometritesti,Etuakselisto
2018,2008,Mercedes-Benz,A,502,17.94,132000,122000,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2008,Mercedes-Benz,B,434,20.05,179000,171000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
2018,2008,Mercedes-Benz,C,4668,25.58,225000,220000,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2008,Mercedes-Benz,CLS,128,29.69,184000,186000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2018,2008,Mercedes-Benz,E,1529,31.6,307000,286000,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2018,2008,Mercedes-Benz,GLK,150,24.0,197000,201000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Taka-akselisto
2018,2008,Mercedes-Benz,M,362,16.3,224000,217000,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2018,2008,Mercedes-Benz,R,171,31.58,261000,233000,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2018,2008,Mercedes-Benz,S,141,13.48,207000,204000,Etuakselisto,,
2018,2008,Mercedes-Benz,SPRINTER,141,27.66,438000,434000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,
2018,2008,Mercedes-Benz,VITO,125,31.2,285000,237000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
2018,2008,Mini,COOPER,439,15.95,140000,134000,Bensiinimoottorin pakokaasumittaus,Käyttöjarru,Jousitus ja iskunvaimennus
2018,2008,Mitsubishi,COLT,362,9.67,116000,108000,Käyttöjarru,,
2018,2008,Mitsubishi,GRANDIS,115,35.66,267000,239000,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2018,2008,Mitsubishi,LANCER,604,16.72,152000,149000,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarrun dynamometritesti
2018,2008,Mitsubishi,OUTLANDER,448,29.9,226000,226000,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2018,2008,Nissan,MICRA,545,11.56,112000,102000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2018,2008,Nissan,NOTE,845,26.98,141000,136000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2018,2008,Nissan,PRIMERA,222,30.62,166000,168000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2008,Nissan,QASHQAI,2621,32.78,190000,182000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2008,Nissan,TIIDA,1184,25.69,126000,121000,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2018,2008,Nissan,X-TRAIL,571,34.34,209000,201000,Etuakselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
2018,2008,Opel,ASTRA,2108,26.84,165000,158000,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2008,Opel,CORSA,608,20.39,128000,122000,Jousitus ja iskunvaimennus,Käyttöjarru,Ohjausnivelet ja -tangot
2018,2008,Opel,MERIVA,186,18.28,136000,128000,Jousitus ja iskunvaimennus,,
2018,2008,Opel,VECTRA,823,28.31,224000,216000,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2018,2008,Opel,ZAFIRA,481,39.5,223000,220000,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Taka-akselisto
2018,2008,Peugeot,206,259,17.77,111000,102000,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
2018,2008,Peugeot,207,1460,29.05,139000,129000,Käyttöjarrun dynamometritesti,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2018,2008,Peugeot,307,641,33.53,194000,189000,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2018,2008,Peugeot,308,1857,27.95,174000,165000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,Peugeot,407,848,22.77,205000,197000,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2018,2008,Peugeot,PARTNER,147,29.94,194000,200000,Dieselmoottorin pakokaasumittaus,Käyttöjarru,Etuakselisto
2018,2008,Renault,CLIO,437,31.34,133000,119000,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
2018,2008,Renault,LAGUNA,380,29.47,199000,194000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,
2018,2008,Renault,MEGANE,452,34.72,184000,174000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2018,2008,Renault,MEGANE SCENIC,282,38.66,182000,173000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2018,2008,Renault,TWINGO,173,19.08,101000,95000,Ohjausnivelet ja -tangot,,
2018,2008,Saab,9-3,1238,25.12,215000,212000,Jousitus ja iskunvaimennus,Taka-akselisto,Etuakselisto
2018,2008,Saab,9-5,249,19.28,210000,203000,Taka-akselisto,,
2018,2008,Seat,ALTEA,134,13.43,206000,204000,,,
2018,2008,Seat,ALTEA XL,570,20.53,217000,215000,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,
2018,2008,Seat,CORDOBA,138,24.64,200000,204000,Seisontajarrun dynamometritesti,,
2018,2008,Seat,IBIZA,305,14.1,155000,145000,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
2018,2008,Seat,LEON,560,16.44,197000,197000,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2008,Skoda,FABIA,1356,17.7,159000,149000,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
2018,2008,Skoda,OCTAVIA,5478,15.66,242000,238000,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2018,2008,Skoda,ROOMSTER,444,25.45,189000,178000,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2008,Skoda,SUPERB,452,19.03,248000,244000,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarru
2018,2008,Smart,FORTWO,114,18.42,92000,85000,,,
2018,2008,Subaru,FORESTER,443,23.94,194000,192000,Taka-akselisto,Käyttöjarru,Etuakselisto
2018,2008,Subaru,IMPREZA,166,16.27,150000,148000,Taka-akselisto,,
2018,2008,Subaru,LEGACY,494,17.2,233000,230000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,Suzuki,GRAND VITARA,243,13.17,181000,177000,Taka-akselisto,,
2018,2008,Suzuki,SWIFT,337,14.24,112000,105000,Etuakselisto,,
2018,2008,Suzuki,SX4,358,18.72,138000,134000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
2018,2008,Toyota,AURIS,3401,9.91,153000,142000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2008,Toyota,AVENSIS,3612,12.32,211000,198000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2018,2008,Toyota,AYGO,647,14.37,108000,102000,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti,Etuakselisto
2018,2008,Toyota,COROLLA,3214,6.75,155000,146000,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2018,2008,Toyota,COROLLA VERSO,1689,11.01,214000,203000,Käyttöjarru,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
2018,2008,Toyota,HIACE,130,26.92,348000,351000,Jousitus ja iskunvaimennus,,
2018,2008,Toyota,LAND CRUISER,385,8.83,263000,254000,Dieselmoottorin pakokaasumittaus,,
2018,2008,Toyota,PRIUS,762,11.02,176000,165000,Käyttöjarru,Etuakselisto,
2018,2008,Toyota,RAV4,905,15.69,201000,196000,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2018,2008,Toyota,YARIS,3190,14.39,133000,123000,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Taka-akselisto
2018,2008,Volkswagen,CADDY,488,20.08,227000,218000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Seisontajarrun dynamometritesti
2018,2008,Volkswagen,CARAVELLE,125,22.4,199000,181000,Ohjausnivelet ja -tangot,,
2018,2008,Volkswagen,CC,341,14.66,191000,183000,Jousitus ja iskunvaimennus,,
2018,2008,Volkswagen,GOLF,6742,15.44,191000,184000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2018,2008,Volkswagen,JETTA,1209,16.62,206000,192000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,
2018,2008,Volkswagen,PASSAT,4135,17.17,255000,252000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus
2018,2008,Volkswagen,POLO,1280,17.58,133000,118000,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Etuakselisto
2018,2008,Volkswagen,TIGUAN,1218,13.79,214000,204000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2018,2008,Volkswagen,TOURAN,1075,18.23,225000,219000,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti
2018,2008,Volkswagen,TRANSPORTER,328,35.66,387000,421000,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2018,2008,Volvo,C30,462,15.8,151000,143000,Etuakselisto,Jousitus ja iskunvaimennus,
2018,2008,Volvo,S40,992,16.94,174000,171000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2018,2008,Volvo,S60,864,24.88,214000,206000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Etuakselisto
